id,uri,old_findID,secuid,objecttype,objectCertainty,classification,subClassification,length,height,width,thickness,diameter,weight,quantity,otherRef,smrRef,musaccno,TID,broadperiod,fromdate,todate,periodFromName,subperiodFrom,periodToName,subperiodTo,cultureName,description,note,reasonTerm,notes,inscription,workflow,rulerName,mintName,denominationName,tribeName,reeceID,categoryTerm,typeTerm,geography,axis,moneyerName,obverseDescription,reverseDescription,obverseLegend,reverseLegend,mintmark,cciNumber,reverseType,datefound1,datefound2,regionName,county,district,parish,knownas,gridref,fourFigure,easting,northing,latitude,longitude,gridSource,subsequentActionTerm,currentLocation,thumbnail,imagedir,filename,finder,discoveryMethod,creator,institution,created,updated
1242896,https://finds.org.uk/database/artefacts/record/id/1242896,SF-33EEAC,PAS69033EEA001D43,"RING MONEY (CURRENCY)",Certain,,,,,,,,,1,,,,2025T1382,"BRONZE AGE",,,"BRONZE AGE",,"BRONZE AGE",,,"Description: A Middle to Late Bronze Age copper-alloy gold plated penannular ring. It is circular in cross-section and 5.11mm thick with a small gap to one side. There are a few small cracks on each surface revealing the copper-alloy core within and in places patches of copper-alloy corrosion have accumulated.Date: c.1300-c.800&nbsp;BC.Dimensions: Diameter: 15.97mm, thickness: 5.11mm, weight: 9.21gDiscussion: Gold and gold-on-base-metal rings of this type, including penannular forms, are characteristic finds of the Middle to Late Bronze Age (c.1300&ndash;c.800 BC). &nbsp;Although variously termed &lsquo;hair-rings&rsquo; or &lsquo;ring-money&rsquo; in the literature (Taylor 1980; Green 1988; Eogan 1994; 1997; Varndell 2001; Hobbs 2003; Meeks et al. 2008; O&rsquo;Connor et al. 2008) their function remains unresolved (see Armbruster 2021, 191&ndash;196). Current consensus increasingly favours interpretation as items of personal adornment, possibly worn on the ears or nose, rather than as hair ornaments or units of exchange.Interpretation is, however, hampered by the fact that relatively few examples derive from secure archaeological contexts. Burial assemblages from Belgium, north-east France and the Netherlands, alongside Scottish and Irish hoard associations, suggest a floruit during the Ewart Park phase of the Late Bronze Age (c.1000&ndash;c.800 BC) (Eogan 1997). However, growing evidence indicates an earlier origin and a longer period of manufacture and circulation than previously assumed (Raftery 2004, 87&ndash;88). Two examples from Scotland were recovered from a hoard and a cave site respectively, both associated with Late Bronze Age sequences dating to c.1150&ndash;c.800 BC. Although, given the predominantly southern English distribution of such rings, it is possible that their introduction occurred slightly earlier (Eogan 1997). On comparative stylistic grounds, the present example is therefore best dated to the Middle or Late Bronze Age (c.1300&ndash;c.800 BC).The object contains more than 10% precious metal and is over 300 years old. Consequently, it qualifies as Treasure under the stipulations of the Treasure Act 1996 in terms of both age and precious metal content.Bibliography Armbruster, B. R. 2021. Gold in the Bronze Age of Europe. Leiden: Sidestone Press.Eogan, G. 1994. The Accomplished Art: Gold and Gold-working in Britain and Ireland during the Bronze Age (c. 2300&ndash;650 BC). Oxford: Oxbow Books.Eogan, G. 1997. The Later Bronze Age Gold Hoards of the British Isles. Dublin: Irish Academy Press.Green, H. S. 1988. &lsquo;The hoards of the Irish Later Bronze Age&rsquo;. Proceedings of the Prehistoric Society 54, 241&ndash;256.Hobbs, R. 2003. British Iron Age Gold in the British Museum. London: British Museum Press.Meeks, N., Craddock, P., Cowell, M. &amp; Taylor, J. J. 2008. &lsquo;Analysis of Bronze Age goldwork from the British Isles&rsquo;. In M. J. Allen, J. Gardiner &amp; J. Sheridan (eds), Is there a British Chalcolithic? People, Place and Polity in the Late 3rd Millennium, 45&ndash;56. Oxford: Oxbow Books.O&rsquo;Connor, B., Cowell, M. &amp; Hook, D. 2008. &lsquo;Bronze Age gold in Britain: alloying, circulation and use&rsquo;. Antiquaries Journal 88, 1&ndash;28.Raftery, B. 2004. Pagan Celtic Ireland: The Enigma of the Irish Iron Age. London: Thames &amp; Hudson.Taylor, J. J. 1980. Bronze Age Goldwork of the British Isles. Cambridge: Cambridge University Press.Varndell, G. 2001. &lsquo;Ring-money reconsidered&rsquo;. Antiquaries Journal 81, 1&ndash;16.",,,,,4,,,,,,,,,,,,,,,,,,2025-10-01T00:00:00Z,,Eastern,Suffolk,Babergh,"Restricted access",Alpheton,,"Restricted access",,,,,,"Submitted for consideration as Treasure",,1366344,images/annab/,SF-33EEAC_696a1255ddd0d.jpg,"Restricted info","Metal detector",,SF,2025-10-30T10:33:14Z,2026-01-16T10:26:47Z
1242084,https://finds.org.uk/database/hoards/record/id/1242084,GLO-8EA07D,PAS68F8EA07001E4D,HOARD,Certain,,,,,,,,,7,,,,2025T1350,"BRONZE AGE",-1500,-1150,"BRONZE AGE",,"BRONZE AGE",,,"Ring 1, A complete quadripartite penannular ring that is C-shaped in plan comprised of four penannular rings that are D-shaped in sectioned, having a flat inside edge and arched outer, all have been soldered one on top of the other. Each end terminates in a straight and even break that has rounded edges.Diameter 13mm, height 6mm, thickness 1mm, weight 2.65gRing 2A complete tripartite penannular ring that is C-shaped in plan comprised of three penannular rings that are D-shaped in sectioned, having a flat inside edge and arched outer, all have been soldered one on top of the other. Each end terminates bevelled edge.Diameter 12mm, height 6mm, thickness 1mm, weight 1.81gRing 3A complete gold bipartite penannular ring that is C-shaped in plan comprised of two penannular rings that have a sub-D-shaped cross-section, having a slight concave inside edge and arched outer, all have been soldered one on top of the other. Each end terminates flat edge, one side displaying a slight bevel.Diameter 14mm, height 7mm, thickness 2mm, weight 5.69gRing 4 A complete bipartite penannular ring that is C-shaped in plan comprised of two circular cross-sectioned penannular rings soldered together. Each terminates in a straight and even break.Diameter 15mm, height 7.5mm, thickness 3mm, weight 10.75gRing 5&amp;6Two complete gold tripartite penannular rings both of which are that are C-shaped. However, one is made from circular cross-section rings, while the other is made from thinner D-shaped cross-section rings. Each terminates in a slight bevelled and rounded break.The rings have been linked so that one passes through the centre of the other.Ring 5 (circular rings) Diameter 13mm, height 9mm, thickness 1.5mmRing 6 (D-section rings) Diameter 14mm, height 6mm, thickness 1mmOverall weight 9.19gRing 7A complete tripartite penannular ring that is sub-oval in plan comprised of three penannular rings that are sub-D-shaped in cross-section, having a concave inside edge and arched outer, all have been soldered one on top of the other. Each end terminates in an inverted bevelled edge length 17mm, width 13mm, height 9mm, thickness 1.4mm, weight 5.07gDiscussion:There are a number of various styles of penannular rings that are recorded on the Portable Antiquities Scheme database that have been declared as Treasure. These cases include a gold bipartite penannular ring HAMP-CAC0B5 (2022 T509), a gold tripartite penannular GLO-E2B412 (2023 T962), a gold quadripartite penannular LVPL-E57A04 (2024 T384) and two interlocking tripartite rings recorded at ESS-F1E21D (2023 T194) This class of object is largely dated to the Middle c.1300-1150 BC.",,,,,4,,,,,,,,,,,,,,,,,,2025-08-16T00:00:00Z,,"South West","South Gloucestershire","South Gloucestershire","Restricted access",,,"Restricted access",,,,,,"Submitted for consideration as Treasure",,1355732,images/kadams/,GLO-8EA07D_69024cae27ac6.jpg,"Restricted info","Metal detector",,GLO,2025-10-22T15:28:23Z,2026-01-15T14:56:33Z
1240014,https://finds.org.uk/database/artefacts/record/id/1240014,OXON-8EAC97,PAS68E8EAC9001712,"PENANNULAR RING",Certain,,,,,,5.61,20.93,4.24,1,"OMS receipt 3328",,,,"BRONZE AGE",-1300,-800,"BRONZE AGE",,"BRONZE AGE",,,"A complete cast copper alloy core of a penannular ring, probably dating from the Middle to Late Bronze Age (c. 1300-800 cal&nbsp;BC).&nbsp;The ring is made of a bar that has a sub-triangular cross-section, with a flattened inner face and two flattened outer faces converging to a central ridge. This bar has been bent into an approximately circular loop with a small gap (2-3mm) between the two terminals.The ring is mostly covered in a pale matte green-grey corrosion layer, which has fine pitting throughout, and is more brown in colour on the interior face of the ring. There are no traces of gold remaining on the surface, suggesting that perhaps this is an unfinished object that was never gold-plated.The ring has a maximum outer diameter of 20.93mm, maximum inner diameter of 11.01mm, and a thickness of 5.61mm. It weighs 4.24 grams.A close parallel is recorded on the PAS database under NMS-97017C. Bronze penannular ring cores of slightly different shapes are recorded under&nbsp;PUBLIC-6A6D9E,&nbsp;LVPL-8FFAFD,&nbsp;LANCUM-165058&nbsp;and&nbsp;YORYM-9D0DD3, among others. There are some broken or damaged gold-plated examples that evidence a copper alloy core, under&nbsp;SF-3247BC,&nbsp;DUR-2FFBF0&nbsp;and BM-377122, for example. HAMP-259538&nbsp;is an example of a complete hollow gold penannular ring featuring&nbsp;a similar shape with a triangular cross-section.Penannular rings have been given a date belonging to the Ewart Park phase of the Late Bronze Age, between 1000-800 cal&nbsp;BC&nbsp;based on burials in Belgium, northeast France and the Netherlands and secondly, Scottish and Irish hoard associations (e.g. Eogan 1997). They may well have a longer chronology within the Middle and Late Bronze Age (1300-800BC); This is now further supported by examples found with burials from Changis-sur-Marne, France, being radiocarbon dated to the Middle Bronze Age (c.1460-1290 cal&nbsp;BC) (Lafage et al. 2024, 339). As such a Middle Bronze Age to Late Bronze Age date is appropriate c.1300-800 cal&nbsp;BC.",,,,,4,,,,,,,,,,,,,,,,,,2025-04-06T00:00:00Z,2025-04-06T00:00:00Z,"South East",Oxfordshire,"West Oxfordshire","Restricted access",,,"Restricted access",,,,,,"Returned to finder",,1354041,images/nbergmansoxon/,OXON-8EAC97_68f2220702d3d.jpg,"Restricted info","Metal detector",,OXON,2025-10-10T12:15:21Z,2025-12-12T08:23:18Z
1239160,https://finds.org.uk/database/artefacts/record/id/1239160,LIN-3AE4B9,PAS68E3AE4B00196D,"PENANNULAR RING",Certain,"Meeks et al 2008 type 3d",,,,5.67,5.81,17.8,10.83,1,,,,2025T1225,"BRONZE AGE",-1300,-800,"BRONZE AGE",,"BRONZE AGE",,,"Treasure Case 2025 T1225An incomplete late Bronze Age gold plated penannular striped ring with silvery gold alloy wire circumferentially inlaid dating circa 1300-800&nbsp;BC.&nbsp;Meeks et al. 2008 type 3d&nbsp;&lsquo;gold foil plated copper alloy ring, with silvery gold wire inlay&rsquo;.&nbsp;The body is circular in cross-section and decorated with broad, spiralling stripes that wind in a clockwise direction. This pattern appears to be created by inlaying a continuous strip of silvery gold around the core, giving the impression of alternating bands of gold and silver. The entire copper alloy core is gold-plated, though there is some damage at the terminals that reveals&nbsp;the underlying copper core. The tapering of the stripes towards the centre suggests that the ring was bent into shape after the silver wire was inlaid.&nbsp;MeasurementsDiameter: 17.80 mm; Thickness: 5.81 mm; Width: 5.67 mm; Weight: 10.83gDiscussionSimilar examples on the database include PAS-011055 (2016T920), SUR-F8960C (2025 T519), CORN-4C0618 (2024T214) and ESS-5DF4B7 (2023T513). These belong to a class of artefact which has been termed &#39;hair-rings&#39; and &#39;ring-money&#39; (Taylor 1980, Eogan 1994, 1997, Meeks et al 2008 and O&#39;Connor et al 2008).Their function remains uncertain. It is perhaps most likely that they were personal adornments, possibly worn on the ears or nose, rather than being hair-ornaments or items of exchange (see discussion in Armbruster 2021: 191-196). The uncertainties around their use are complicated by the fact that very few are recorded from secure archaeological contexts.Scientific analysis of penannular rings categorised the rings into four broad types based on their components and decoration (Meeks et al. 2008). This fits their type 3d: &lsquo;gold foil plated copper alloy ring, with silvery gold wire inlay&rsquo;. Analysis of a similar example in the British Museum collections suggests that the technical skill involved in creating the fine silver-rich gold striped effect on the surface was highly complex.They have previously been given a date belonging to the Ewart Park phase of the Late Bronze Age, between 1000-800 cal BC based on burials in Belgium, northeast France and the Netherlands and secondly, Scottish and Irish hoard associations (e.g. Eogan 1997). They may well have a longer chronology within the Middle and Late Bronze Age (1300-800BC); This is now further supported by examples found with burials from Changis-sur-Marne, France, being radiocarbon dated to the Middle Bronze Age (c.1460-1290 cal BC) (Lafage et al. 2024, 339). As such a Middle Bronze Age to Late Bronze Age date is appropriate c.1300-800 cal BC.ReferencesArmbruster, B.R. 2021. Les ors de l&rsquo;Europe atlantique &agrave; l&rsquo;&acirc;ge du bronze: technologie et ateliers. M&eacute;moire LIV. Chauvigny, Association des publications chauvinoises.Eogan, G. 1994, The Accomplished Art: Gold and Gold-Working in Britain and Ireland during the Bronze Age, Oxford: Oxbow BooksLafage, F., Brun, P., Armbruster, B., Bauvais, S., et al. (2024) Occupations protohistoriques &agrave; Changis-sur-Marne &laquo; Les P&eacute;treaux &raquo;. Premi&egrave;re mod&eacute;lisation de finages (Bronze ancien-Hallstatt D). CNRS &Eacute;ditions.Meeks, N.D., Craddock, P. &amp; Needham, S.P. (2008) Bronze Age Penannular Gold Rings from the British Isles: Technology and Composition, Jewellery Studies 11, 13-30.O&#39;Connor, B., Cowie, T. &amp; Worrell, S. (2008) Ring money: derni&egrave;res nouvelles d,outr&eacute;- manche, Bulletin de l&#39;Association pour la Promotion des Reserches sur l&#39;Age du Bronze 5, 12-13.Taylor, JJ. (1980) Bronze Age Goldwork of the British Isles, Cambridge: Cambridge University Press.Varndell, G. (2001) Ringing the changes: when terminology matters, Antiquity 75, 515-6",,,,,3,,,,,,,,,,,,,,,,,,2025-09-23T00:00:00Z,,"East Midlands",Lincolnshire,"East Lindsey","Restricted access","Horncastle area",,"Restricted access",,,,,,"Submitted for consideration as Treasure",,1355233,images/rod/,LIN-3AE4B9_68ff5d651aef9.jpg,"Restricted info","Metal detector",,LIN,2025-10-06T12:55:55Z,2025-11-27T10:11:31Z
1227850,https://finds.org.uk/database/artefacts/record/id/1227850,LVPL-8FFAFD,PAS6878FFAF001D72,"PENANNULAR RING",Possibly,,,20.8,,18.1,8.5,,10.35,1,,,,,"BRONZE AGE",-1300,-800,"BRONZE AGE",Middle,"BRONZE AGE",Late,,"A complete, copper alloy, possible Bronze Age penannular ring, possibly dating to c.1300 - 800 BC.The object is crescent shaped in plan and D-shaped in cross section. The outer edges are convex and plain, the inner edges are flat. The terminals are rounded and end 2.9mm apart. The copper alloy has an even, well developed, dark green patina.The object is 20.8mm long, 18.1mm wide and 8.5m thick. It weighs 10.35g.The form of the piece is very similar to Bronze Age penannular rings whose precise function is unknown. They are often assumed to&nbsp;have been items of exchange and are frequently described as &#39;ring money&#39; because of this, though there is no proof this was the case. They may instead have been items of personal adornment or hair ornaments. Though few examples have been excavated from&nbsp;secure archaeological contexts, they are generally deemed to date from the middle - late Bronze Age (c. 1300-800 BC). They are usually composed of gold, or a bronze core plated with gold, but copper alloy examples have been recorded on the database, such as YORYM-9D0DD3, BH-70330D, BERK-30B91C and BH-8B4BED. All of these&nbsp;records recommend a bronze age date, but note they cannot be dated with certainty.",,,,,4,,,,,,,,,,,,,,,,,,,,"West Midlands",Shropshire,Shropshire,"Restricted access",,,"Restricted access",,,,,,"Returned to finder",,1341804,images/petercarey1/,LVPL-8FFAFD_6883993cb6261.jpg,"Restricted info","Metal detector",,LVPL,2025-07-17T14:50:39Z,2025-07-25T15:48:48Z
1225738,https://finds.org.uk/database/artefacts/record/id/1225738,LEIC-63E147,PAS68663E1400178A,INGOT,Certain,,,10.79,,5.76,1.65,,0.89,1,RCMF0108,,,2025T845,"BRONZE AGE",-1600,-800,"BRONZE AGE",,"EARLY MEDIEVAL",,,"A gold ingot or billet fragment of probable middle to late Bronze Age date, about 1600 - 800&nbsp;BC. The object is a short length of flat&nbsp;bar, of&nbsp;sub-rectangular cross-section with straight sides and flat faces. One end tapers to a flat point, the other end has an irregular break.Length: 10.79 mmWidth: 5.76 mmThickness: 1.65 mmWeight: 0.89 gSingle gold ingots/billets can be difficult to date out of context, with dated examples known from the Bronze Age to the Early Medieval period. The form of this billet is best paralleled in later Bronze Age hoards, in particular, the find from Donhead St Mary, Wiltshire (WILT-7EDEA6) 1,200-800&nbsp;BC, Fittleworth, West Sussex (British Museum 1996,0902.1-10) 1,400-1,100&nbsp;BC&nbsp;and Cirencester Hoard, Gloucestershire (BM-28B710).As such the Bronze Age parallels are stronger than the evidence for the ingot being Early Medieval, although an Early Medieval date remains possible.In conclusion, the&nbsp;Bronze Age parallels are much stronger than the evidence for the ingot being Early Medieval, although an Early Medieval&nbsp;date remains possible.",,,,,4,,,,,,,,,,,,,,,,,,2025-06-01T00:00:00Z,2025-06-01T00:00:00Z,"East Midlands",Leicestershire,Charnwood,"Restricted access",,,"Restricted access",,,,,,"Returned to finder after being disclaimed as Treasure",,1338820,images/meggard1/,LEIC-63E147_6867922f23816.jpg,"Restricted info","Metal detector",,LEIC,2025-07-03T09:23:48Z,2025-09-30T12:02:34Z
1220425,https://finds.org.uk/database/artefacts/record/id/1220425,WMID-D5CB0E,PAS683D5CB0001F33,BRACELET,Certain,,,61.3,,57.5,2.1,,19.8,1,,,,2025T707,"BRONZE AGE",-1300,-750,"BRONZE AGE",,"BRONZE AGE",,,"A Late Bronze Age, gold, D-sectioned, penannular bar-bracelet, dating to c.1300-750&nbsp;BC.It consists of&nbsp;a rectangular gold bar&nbsp;which is&nbsp;D-shaped in cross section. It has flared flat&nbsp;oval&nbsp;terminals, which would have been bent into a circular form to wrap around a wrist but is now distorted into a slight spiral shape.&nbsp;The surfaces are scratched and abraded, but otherwise undecorated and smoothly finished.It measures:&nbsp;Length 61.3mm, Width 57.5mm, width of bar 5mm, thickness of bar 2.1mm and weight 19.8 grams.&nbsp;Discussion: The bracelet has several parallels on the database. There are a number of examples&nbsp;consisting of a&nbsp;solid strip of gold with flared oval/circular terminals, such as:&nbsp;WILT-830027 (2023T286),&nbsp;GLO-4998DD (2024T1300),&nbsp;WILT-81DC63 (2020T602) and&nbsp;CAM-21F97B (2017T867).&nbsp;Other similar examples are illustrated in Eogan (1994, p.176), from Ormingdale, Arran (no.1-4). These examples are all dated to between 1300 BC - 750 BC.&nbsp;Three other Bronze Age objects were found&nbsp;at the same rally, albeit different fields. The objects are a gold lock ring, spearhead and dagger. They are currently with the finders until a handover date can be arranged. Depending on their locations, this could be a potential hoard. HESH-2A1A85, recorded in 2006 was found 0.3km from the bracelet.Conclusion:&nbsp;Consequently, in terms of age and as the object contains a minimum of 10% precious metal it qualifies as Treasure under the stipulations of the Treasure Act 1996References:Eogan, G. (1994) The accomplished art: gold and gold-working in Britain and Ireland during the Bronze Age (c. 2300-650&nbsp;BC). Oxford, Oxbow.",,,,,3,,,,,,,,,,,,,,,,,,2025-06-01T00:00:00Z,2025-06-01T00:00:00Z,"West Midlands",Shropshire,Shropshire,"Restricted access","Shropshire Marches",,"Restricted access",,,,,,"Submitted for consideration as Treasure",,1343999,images/vallnatt/,WMID-D5CB0E_689ae61dbc275.jpg,"Restricted info","Metal detector",,WMID,2025-06-02T09:11:28Z,2025-10-03T16:10:40Z
1219799,https://finds.org.uk/database/artefacts/record/id/1219799,SUR-6F3F78,PAS6836F3F700182B,INGOT,Probably,,,7.9,,6.4,2.8,,0.95,1,,,,2025T749,"BRONZE AGE",,,"BRONZE AGE",,"EARLY MEDIEVAL",,,"A gold fragment of broadly trapezoidal shape which has breaks and fracturing around three edges. The fourth edge is straight and shows signs of working and there are clear hammered facets on the two broad faces. The cross section of the fragment is triangular, tapering in two directions.",,,"Possibly part of an ingot. The form is similar to fragments seen in the assemblage from Fitzleroi Farm, Fittleworth (British museum Accession No. 1996,0902.20) and the hoard from Cirencester, Gloucestershire (2004 T416) illustrated in the Treasure Annual Report 2004 on pages 232-3, Fig.17.3 &amp; 17.5 and dated on page 26 to c.1300-1100&nbsp;BC. On this basis a Bronze Age date can be proposed.",,3,,,,,,,,,,,,,,,,,,2025-05-17T00:00:00Z,,"South West",Wiltshire,Wiltshire,"Restricted access",,,"Restricted access",,,,,,"Returned to finder after being disclaimed as Treasure",,1332582,images/smaslin/,SUR-6F3F78_6837334ae1bc8.jpg,"Restricted info","Metal detector",,SUR,2025-05-28T12:31:03Z,2025-06-30T10:35:37Z
1219680,https://finds.org.uk/database/artefacts/record/id/1219680,NARC-5D2C03,PAS6835D2C00012AF,BEAD,Certain,,,16.13,,9.35,10.91,,3.2,2,,,,2025T762,"BRONZE AGE",-1300,-1100,"BRONZE AGE",Middle,"BRONZE AGE",Late,,"A group of two gold objects, found in direct association (bead within ribbon), a ribbon ornament and bead of Bronze Age date (1300-1100 BC).Description: A gold band or Ribbon probably from a Penannular ring of Middle to Late Bronze age date (1300-800 BC). The object is composed of a rectangular strip of gold, which is curved backward in an irregular fashion. &nbsp;The short edges of the object are slightly bevelled and unabraded. The upper surface is decorated with three embossed, repousse linear ribs, forming 2 grooves between, running along the long edges of the object. The strip is thin and the negative impressions of the ribs are visible on the reverse of the strip.&nbsp;Discussion: &nbsp;Whilst the appearance of ribs may be paralleled on a number of gold strips and &#39;ribbons&#39; of known and very probable Bronze Age date including examples from The Hamel, Oxfordshire (Case 1980; Palmer 1980). The curve to these ribs is most similar to a number of penannular rings such as from the Granta Fen Hoard (British Museum Accession number: 1884,0520.3) and the Burton Hoard (PAS-5B1745; Gwilt et al. in Barton 2011) both of which are associated with Middle Bronze Age material.&nbsp;For similar tripartite rings&nbsp;on the PAS database see NMS-3A21E4 (2025 T187), HAMP-CAC0B5 (2022T509) WILT-788C7B (2019T253) and BERK-35E144 (2022T70).Description: A gold, sheet, hollow annular bead of Middle Bronze Age date (1400-1100 BC). The object is circular in plan and biconical in profile. The object has a pronounced circumferential rib with minor post-depositional distortion to one portion of object. the centre of the object has a circular aperture measuring 4.88mm in diameter. &nbsp;Discussion: The bead is of similar form to several of sheet gold reported through the Treasure Act, namely HAMP-72E451 (2011 T526),GLO-46CA05 (2014 T358) and NMS-AEC678 (2013 T20) and notably the three biconical gold beads from the Burton, Wrexham hoard which are similar in form, size and weight (PAS-5B1745; Gwilt et al. in Barton 2011). The Burton hoard comprised of several typo-chronologically distinctive artefacts, including bronze palstaves, that allow it to be dated from c.1300-1150 BC (Ibid).The bead is also similar to those from Bourton-on-the-Water, Gloucestershire and Harlow, Essex, the former from a stratified Middle Bronze Age context (Varndell 2000, 12, no.1; 2005/6, 17, 270, no.6), and Buriton, Hampshire (HAMP-72E451).Middle Bronze Age gold beads are a relatively rare find (Murgia et al. 2014) and can be contextualised with reference to the so-called &#39;ornament horizon(s)&#39;, which see a proliferation of bronze and gold ornaments in Southern England and Britain (respectively) during the period c.1400-1100 BC (Smith 1959, pp.151-155; Roberts 2007, pp.14-16).Dimensions: &nbsp;1 Length: 16.13mm, Width: 9.35mm, Thickness (folded): 10.91mm, Thickness (strip): 0.96mm, Weight: 3.2g2 Diameter: 9.62mm, Diameter (aperture): 4.88mm, Height: 4.59mm, Thickness: 0.30mm, Weight: 0.2gConclusion: Both objects have parallels in known hoards and object associations (discussed above) and both may be dated at least in part to the Middle Bronze Age. As such the objects can be considered contemporary and being found in direct association are likely to represent a hoard of gold objects dating to the Middle Bronze Age. Each item individually appears to consist of over 10% precious metal and to be over 300 years old at the time of finding and as such qualifies as potential Treasure under the stipulations of the Treasure Act 1996.References:Gwilt, A (2004). Late Bronze Age Societies (1150-600BC); Tools and Weapons. Cardiff University of Wales Press.Murgia, A. Melkonian, M. &amp; Roberts, B.W. (2014), European Bronze Age Gold in the British Museum, British Museum Press.Palmer, N. (1980). A Beaker burial and Medieval Tenements in the Hamel. Oxoniensia.Smith, M.A. (1959). Middle Bronze Hoards from Southern England. Garraway.&nbsp;&nbsp;",,,"As the objects contain&nbsp;a minimum of 10% precious metal and were over 300 years old at the time of finding and were found in association, they therefore qualify as Treasure under the stipulations of the Treasure Act 1996.",,3,,,,,,,,,,,,,,,,,,,,"East Midlands",Northamptonshire,Wellingborough,"Restricted access",,,"Restricted access",,,,,,"Submitted for consideration as Treasure",,1332448,images/elliecox05/,NARC-5D2C03_6835d2dee360e.jpg,"Restricted info","Metal detector",,NARC,2025-05-27T15:57:04Z,2025-07-04T08:43:59Z
